-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.863us         0.00%       0.863us       0.863us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.928us         0.00%       4.928us       4.928us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.152us         0.00%       1.152us       1.152us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.208us         0.00%       6.208us       6.208us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.017us         0.00%       6.017us       6.017us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      16.152ms         5.98%      16.152ms     164.816us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       7.232us         0.00%       7.232us       7.232us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.455us         0.00%       3.455us       3.455us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.240us         0.00%       6.240us       6.240us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.02%      37.420us         0.02%      37.420us      18.710us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      21.120us         0.01%      21.120us      10.560us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.936us         0.00%       3.936us       3.936us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.631ms         0.60%       1.631ms      23.296us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.004ms         0.37%       1.004ms      15.442us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.058ms         0.39%       1.058ms      16.274us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     590.978us         0.22%     590.978us       9.092us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      93.633us         0.03%      93.633us       1.441us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      71.907us         0.03%      71.907us       1.106us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     996.166us         0.37%     996.166us      15.326us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.106ms         1.15%       3.106ms      16.092us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     788.071us         0.29%     788.071us       3.518us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.05%      80.495us         0.05%      80.495us       0.180us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     585.376us         0.22%     585.376us       2.613us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.832ms         5.49%      14.832ms      66.216us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.22%     367.659us         0.22%     367.659us       1.532us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         1.42%       2.353ms         1.42%       2.353ms      10.011us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     237.176us         0.09%     237.176us       1.009us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     147.218ms        54.52%     147.218ms     640.079us           0 b           0 b           0 b           0 b           230  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     240.994us         0.09%     240.994us       3.766us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     401.252us         0.15%     401.252us       6.270us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.455ms         0.54%       1.455ms      22.740us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      11.863ms         4.39%      11.863ms     123.574us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.752ms         0.65%       1.752ms      18.249us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.02%      38.309us         0.02%      38.309us       0.599us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         0.38%     633.923us         0.38%     633.923us       9.905us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       9.200ms         3.41%       9.200ms     287.490us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.788ms         3.62%       9.788ms     305.877us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      32.550ms        12.05%      32.550ms       1.017ms           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       7.519ms         2.78%       7.519ms     234.964us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.191ms         0.44%       1.191ms      32.200us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.882ms         1.07%       2.882ms      90.074us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.841us         0.00%       1.841us       1.841us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.14%     230.851us         0.14%     230.851us     230.851us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        71.74%     118.823ms        71.74%     118.823ms     118.823ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.655ms         0.61%       1.655ms     331.087us           0 b           0 b           0 b           0 b             5  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.069ms         0.40%       1.069ms       1.069ms           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 165.623ms
Self CUDA time total: 270.027ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     751.96 Mb     751.96 Mb          4763  
                                       cudaLaunchKernel        27.60%      48.793ms        27.60%      48.793ms      22.300us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.920us         0.00%       1.920us       0.960us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      34.496us         0.01%      34.496us      34.496us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.896us         0.00%       0.896us       0.896us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.376us         0.00%       5.376us       5.376us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.119us         0.00%       1.119us       1.119us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.848us         0.00%       6.848us       6.848us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.816us         0.00%       6.816us       6.816us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      18.528ms         6.59%      18.528ms     189.060us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       7.681us         0.00%       7.681us       7.681us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.776us         0.00%       3.776us       3.776us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.912us         0.00%       6.912us       6.912us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.02%      39.112us         0.02%      39.112us      19.556us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      21.632us         0.01%      21.632us      10.816us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.385us         0.00%       4.385us       4.385us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.763ms         0.63%       1.763ms      25.179us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.052ms         0.37%       1.052ms      16.177us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.225ms         0.44%       1.225ms      18.848us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     603.331us         0.21%     603.331us       9.282us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      96.223us         0.03%      96.223us       1.480us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      70.301us         0.03%      70.301us       1.082us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.035ms         0.37%       1.035ms      15.928us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.280ms         1.17%       3.280ms      16.992us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     807.199us         0.29%     807.199us       3.604us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.05%      80.678us         0.05%      80.678us       0.180us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     570.427us         0.20%     570.427us       2.547us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.761ms         5.25%      14.761ms      65.897us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.19%     343.890us         0.19%     343.890us       1.433us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         1.89%       3.335ms         1.89%       3.335ms      14.562us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           229  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     229.084us         0.08%     229.084us       1.000us           0 b           0 b           0 b           0 b           229  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     131.845ms        46.91%     131.845ms     588.593us           0 b           0 b           0 b           0 b           224  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     242.784us         0.09%     242.784us       3.793us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     410.051us         0.15%     410.051us       6.407us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.483ms         0.53%       1.483ms      23.179us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      13.496ms         4.80%      13.496ms     140.579us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.853ms         0.66%       1.853ms      19.306us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.02%      38.316us         0.02%      38.316us       0.599us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         0.38%     664.404us         0.38%     664.404us      10.381us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       9.694ms         3.45%       9.694ms     302.953us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      11.289ms         4.02%      11.289ms     352.780us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      35.150ms        12.51%      35.150ms       1.098ms           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       8.309ms         2.96%       8.309ms     259.649us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.320ms         0.47%       1.320ms      35.686us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.204ms         1.14%       3.204ms     100.134us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.662us         0.00%       1.662us       1.662us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.13%     225.847us         0.13%     225.847us     225.847us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        69.72%     123.261ms        69.72%     123.261ms     123.261ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      15.782ms         5.62%      15.782ms       2.630ms           0 b           0 b           0 b           0 b             6  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.681ms         0.60%       1.681ms     336.290us           0 b           0 b           0 b           0 b             5  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.151ms         0.41%       1.151ms       1.151ms           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 176.782ms
Self CUDA time total: 281.033ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     802.90 Mb     802.90 Mb          4763  
                                       cudaLaunchKernel        26.77%      51.867ms        26.77%      51.867ms      23.363us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2220  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         0.00%       1.952us       0.976us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      36.640us         0.01%      36.640us      36.640us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.864us         0.00%       0.864us       0.864us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.016us         0.00%       6.016us       6.016us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.120us         0.00%       1.120us       1.120us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       7.520us         0.00%       7.520us       7.520us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.520us         0.00%       7.520us       7.520us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      20.870ms         6.99%      20.870ms     212.962us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       8.449us         0.00%       8.449us       8.449us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.128us         0.00%       4.128us       4.128us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       7.520us         0.00%       7.520us       7.520us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.02%      38.612us         0.02%      38.612us      19.306us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      22.432us         0.01%      22.432us      11.216us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.768us         0.00%       4.768us       4.768us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.926ms         0.65%       1.926ms      27.510us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.123ms         0.38%       1.123ms      17.278us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.364ms         0.46%       1.364ms      20.984us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     629.283us         0.21%     629.283us       9.681us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.280us         0.03%      81.280us       1.250us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.407us         0.02%      65.407us       1.006us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.090ms         0.37%       1.090ms      16.775us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.450ms         1.16%       3.450ms      17.876us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     813.950us         0.27%     813.950us       3.634us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.04%      79.457us         0.04%      79.457us       0.177us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     584.446us         0.20%     584.446us       2.609us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      15.035ms         5.04%      15.035ms      67.120us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.62%       1.199ms         0.62%       1.199ms       4.391us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           273  
ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      63.112ms        21.15%      63.112ms     470.984us           0 b           0 b           0 b           0 b           134  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     241.665us         0.08%     241.665us       3.776us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     429.637us         0.14%     429.637us       6.713us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.575ms         0.53%       1.575ms      24.612us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      15.154ms         5.08%      15.154ms     157.856us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.965ms         0.66%       1.965ms      20.470us           0 b           0 b           0 b           0 b            96  
ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      71.772ms        24.05%      71.772ms     747.621us           0 b           0 b           0 b           0 b            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.300ms         4.46%      13.300ms     415.625us           0 b           0 b           0 b           0 b            32  
                                 cudaDeviceGetAttribute         0.01%      20.810us         0.01%      20.810us       0.650us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            32  
                                         cuLaunchKernel         0.16%     300.947us         0.16%     300.947us       9.405us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      35.895ms        12.03%      35.895ms       1.122ms           0 b           0 b           0 b           0 b            32  
                                        cudaMemsetAsync         0.53%       1.036ms         0.53%       1.036ms      10.788us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       8.763ms         2.94%       8.763ms     273.845us           0 b           0 b           0 b           0 b            32  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     117.344us         0.04%     117.344us       1.222us           0 b           0 b           0 b           0 b            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.320ms         0.44%       1.320ms      35.665us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.355ms         1.12%       3.355ms     104.857us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      31.302ms        10.49%      31.302ms     978.194us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.608us         0.00%       1.608us       1.608us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.12%     238.861us         0.12%     238.861us     238.861us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        71.73%     138.994ms        71.73%     138.994ms     138.994ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.793ms         0.60%       1.793ms     358.607us           0 b           0 b           0 b           0 b             5  
